620,600,590,650,400,300,320,340,290
600,528,516,792,516,288,480,360,252
540,576,516,660,636,456,288,288,384
264,360,516,504,252,228,204,492,228
456,336,396,420,624,576,126,612,276
228,144,276,336,204,228,126,324,144
144,480,192,120,264,516,480,372,240
348,132,120,180,216,192,168,192,360
528,90,408,204,156,228,144,384,480
84,120,102,204,624,576,240,140,132
