5,5,187.78
5,6,165.56
5,7,148.18
5,8,130
5,9,155.98
5,10,143.33
6,5,204.26
6,6,205.13
6,7,198.51
6,8,187.27
6,9,181.18
6,10,182.34
7,5,219.47
7,6,220.5
7,7,221.6
7,8,227.78
7,9,215.11
7,10,211.08
8,5,240.67
8,6,247.24
8,7,256.95
8,8,254.14
8,9,280
8,10,260
