0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,202,196.37,190.07,186.03,186.37,187.76,0,0,0,0,0
0,0,0,0,207.77,204.78,201.68,199.54,198.56,197.46,0,0,0,0,0
0,0,0,0,213.75,212.65,211.73,211.38,210.71,208.52,0,0,0,0,0
0,0,0,0,220.88,220.26,221.12,223.56,224.71,221.32,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
