5,5,202
5,6,196.37
5,7,190.07
5,8,186.03
5,9,186.37
5,10,187.76
6,5,207.77
6,6,204.78
6,7,201.68
6,8,199.54
6,9,198.56
6,10,197.46
7,5,213.75
7,6,212.65
7,7,211.73
7,8,211.38
7,9,210.71
7,10,208.52
8,5,220.88
8,6,220.26
8,7,221.12
8,8,223.56
8,9,224.71
8,10,221.32
